lemma,frequency,rank
εισηγούμενος,1,55585
εισπνεώνω,1,55586
εισπνεόμενος,1,55587
εισπρακτικός,1,55588
εισπράκω,1,55589
εισπράχθηκαν,1,55590
εισπράπτω,1,55591
εισρεύω,1,55592
εισφέρω,1,55593
εκάβη,1,55594
εκάτερον,1,55595
εκατόμετρο,1,55596
εκατομμυριούχα,1,55597
εκατονταπλάσιος,1,55598
εκατόνταρχου,1,55599
εκατοντάχρονος,1,55600
εκατοστάρι,1,55601
εκατοστάρικος,1,55602
εκατοστόμετρο,1,55603
έκβαλη,1,55604
εκβάλω,1,55605
εκβιαστικός,1,55606
εκβιαστώ,1,55607
εκβραχισμός,1,55608
έκδηλα,1,55609
εκδηλωνώ,1,55610
κκηήλω,1,55611
εκδημακράνω,1,55612
εκδίδομαι,1,55613
εκδίκαζας,1,55614
εκδικαζόμενη,1,55615
εκδίκω,1,55616
εκδίωκη,1,55617
εκδιωχθής,1,55618
εκδιωχθώ,1,55619
εκδιωχτώ,1,55620
εκδοθείση,1,55621
εκδοθένος,1,55622
εκδόσιμος,1,55623
εκδρομούλη,1,55624
εκείθεν,1,55625
εκζήτηση,1,55626
έκθαμβη,1,55627
εκθαμβώθηκα,1,55628
εκθέρω,1,55629
εκθείγω,1,55630
εκθειασμός,1,55631
εκθετήριο,1,55632
εκκαθάλλω,1,55633
εκκαθιρίζω,1,55634
έκκενος,1,55635
εκκλησιαζόμενος,1,55636
εκκλησιαζίζω,1,55637
εκκλησιάρχη,1,55638
εκκλησιασμός,1,55639
εκκολάπω,1,55640
εκκόλαπτης,1,55641
εκκολαπτεσία,1,55642
εκκολάπτω,1,55643
εκκρέμα,1,55644
έκκρινη,1,55645
εκκριτική,1,55646
εκλέβω,1,55647
εκλαϊκώ,1,55648
εκλάμπροτος,1,55649
έκλανας,1,55650
κτάνω,1,55651
έκλεγα,1,55652
εκλέγεσαι,1,55653
εκλεγόμενος,1,55654
εκλειπτικός,1,55655
εκλεκτικότητα,1,55656
εκλέκτηρας,1,55657
εκλέκτατερα,1,55658
εκλέκτατερο,1,55659
εκλεπτύνω,1,55660
εκλεπτιώ,1,55661
εκλέχω,1,55662
έκλινα,1,55663
εκλιπαρούσης,1,55664
εκλόγη,1,55665
εκλυόμενος,1,55666
εκμαίευση,1,55667
εκμαυλίζω,1,55668
εκμαυλιστής,1,55669
εκμεταλλεύσιμα,1,55670
εκμεταλλεύτριος,1,55671
εκμηδενίζη,1,55672
εκμηδενισμός,1,55673
εκμηδείζω,1,55674
εκμισθώ,1,55675
εκμισθωτής,1,55676
εκμοντερνισμός,1,55677
εκνρυρισμένος,1,55678
εκουσία,1,55679
εκπατρίζω,1,55680
κέπω,1,55681
εκπεμπόμενος,1,55682
εκπέμπων,1,55683
κτεμώ,1,55684
εκπέση,1,55685
εκπληκτίκατερος,1,55686
εκπληξούλη,1,55687
εκπληρώνατε,1,55688
εκπλήδω,1,55689
εκπλίσσω,1,55690
εκποίηση,1,55691
εκποίώ,1,55692
εκπονώ,1,55693
εκπόνηση,1,55694
εκπορώ,1,55695
εκπόρνευση,1,55696
εκπροσωπεύη,1,55697
εκπροσώπησα,1,55698
εκπυρσοκρότης,1,55699
εκραγέτω,1,55700
εκρέει,1,55701
εκρέχω,1,55702
εκρέγω,1,55703
εκρίζωση,1,55704
εκσπερμάτηνης,1,55705
εκσπερμάτης,1,55706
εκσπερμάζω,1,55707
εκσπερματώ,1,55708
εκστασιάζεσαι,1,55709
εκστασιάζομαι,1,55710
εκστασιαστής,1,55711
εκστόμιση,1,55712
εκστρατεύη,1,55713
εκστρατεύση,1,55714
εκσυγχρονίζομαι,1,55715
εκσυγχρόνισα,1,55716
εκσυγχρόνιση,1,55717
εκταμίεπω,1,55718
εκταμίευση,1,55719
εκταμιεύω,1,55720
εκτατό,1,55721
εκτάφω,1,55722
εκτεινόμενος,1,55723
εκτελέσιμο,1,55724
εκτενέστερα,1,55725
έκτιζα,1,55726
εκτιθέμενο,1,55727
εκτίθετος,1,55728
εκτιμάσαι,1,55729
εκτιμήτρια,1,55730
εκτιμώμαι,1,55731
εκτίμω,1,55732
εκτινασώ,1,55733
εκτινασσομάζω,1,55734
εκτινασσόμενα,1,55735
εκτιναμβάνω,1,55736
εκτινάχτης,1,55737
εκτιναχίκω,1,55738
έκτονος,1,55739
εκτόξευα,1,55740
εκτοξευώ,1,55741
εκτοξευόμενος,1,55742
εκτοξευτώκω,1,55743
εκτόπιζη,1,55744
εκτοπισμός,1,55745
εκτοπίστηκαν,1,55746
κτρέφω,1,55747
εκτρεφόμενο,1,55748
εκτρεφόμενος,1,55749
εκτροχιασμένος,1,55750
εκτυλίχθηκαν,1,55751
εκτυλίπτω,1,55752
εκτύπωνη,1,55753
εκτυπώ,1,55754
εκτυπωτικός,1,55755
έκφερη,1,55756
εκφέγω,1,55757
εκφοβιστικά,1,55758
εκφραζόμενο,1,55759
εκφραστικότατη,1,55760
εκφραστικότητα,1,55761
έκφυλα,1,55762
εκφυλιζόμενος,1,55763
εκφώνη,1,55764
εκφώνω,1,55765
εκχιονισμός,1,55766
εκχιονιστικά,1,55767
εκχριστιάζω,1,55768
εκχριστιανισμός,1,55769
εκχύζω,1,55770
εκχύω,1,55771
εκχώρω,1,55772
εκχωρητός,1,55773
εκχωρητήριο,1,55774
ελαιοτριβεία,1,55775
ελαιών,1,55776
ελαμβάνω,1,55777
έλαμπο,1,55778
έλαμπας,1,55779
ελάσσονη,1,55780
ελάσσονος,1,55781
ελάτης,1,55782
ελάτη,1,55783
έλατος,1,55784
ελαττωμένος,1,55785
ελάτωνω,1,55786
έλαο,1,55787
ελαφίσι,1,55788
ελάφρω,1,55789
ελαφρομυαλιά,1,55790
ελαφρόμυαλοι,1,55791
ελαφρόν,1,55792
ελαφροτέρα,1,55793
ελάφω,1,55794
ελάχίστος,1,55795
ελβετού,1,55796
ελβίρας,1,55797
ελεγεία,1,55798
ελεγκτήριο,1,55799
ελεγχούμαι,1,55800
ελέγχομε,1,55801
ελέγχουσα,1,55802
ελεγχω,1,55803
ελεεινών,1,55804
ελεήμον,1,55805
ελεούσα,1,55806
ελλύω,1,55807
ελευθεριά,1,55808
ελευθέριας,1,55809
ελευθέρια,1,55810
ελευθέριος,1,55811
ελευθερόφρος,1,55812
ελευθερόφρονας,1,55813
ελευθερωμένος,1,55814
ελευθερωνόσος,1,55815
ελεύτερα,1,55816
ελεύτερος,1,55817
ελεφαντένιο,1,55818
ελεφαντίαση,1,55819
ελεφάντινο,1,55820
ελεφάντινος,1,55821
ελιγολάνδη,1,55822
ελικοβακτηρίδιο,1,55823
ελικοειδέας,1,55824
ελικοφόρο,1,55825
έλικος,1,55826
ελισαβετιανού,1,55827
ελίσσομαι,1,55828
ελισκέπτω,1,55829
ελκοπαθής,1,55830
ελκτικά,1,55831
ελκύγω,1,55832
ελκύζομαι,1,55833
ελκώδη,1,55834
ελκό,1,55835
έλλειπα,1,55836
ελλειπός,1,55837
έλλειπος,1,55838
ελληνίδας,1,55839
ελληνιστικά,1,55840
ελληνοκυπρίους,1,55841
ελληνοπούλα,1,55842
ελληνορωμαϊκός,1,55843
ελλήσποντο,1,55844
ελλιμένιση,1,55845
ελλιπή,1,55846
έλλογα,1,55847
ελπιδόφορος,1,55848
ελπιζάνω,1,55849
έλπιση,1,55850
εμβάζομαι,1,55851
εμβάθυνε,1,55852
εμβάθυνος,1,55853
εμβάσσω,1,55854
εμβάθυνση,1,55855
εμβαπτισμένος,1,55856
έμβαση,1,55857
εμβλήμα,1,55858
εμβολέας,1,55859
εμβολίαζα,1,55860
εμβολιάζη,1,55861
εμβόλιαση,1,55862
εμβολίαση,1,55863
εμβολιαστής,1,55864
εμβολιαζόμαι,1,55865
εμβόλιζω,1,55866
εμβροχή,1,55867
εμβρυάκος,1,55868
εμβρυονικός,1,55869
εμβρυώδη,1,55870
έμβριο,1,55871
εμιγκρή,1,55872
εμιράτο,1,55873
εμμανουέλα,1,55874
έμμηνο,1,55875
εμμηνοπαυσιακός,1,55876
εμμηνόρροιος,1,55877
έμμονο,1,55878
εμορφιά,1,55879
εμπαίζη,1,55880
εμπαίζομαι,1,55881
έμπαιξη,1,55882
εμπέδω,1,55883
έμπειρη,1,55884
εμπειρικέ,1,55885
εμπειροπόλεμη,1,55886
έμπομαι,1,55887
έμπιζομαι,1,55888
εμπιστευόμενος,1,55889
εμπιστευτικώς,1,55890
έμπλαστρο,1,55891
εμπλεκώ,1,55892
εμπρέχω,1,55893
εμπλεχτώ,1,55894
εμπλουτισμένος,1,55895
εμπεέω,1,55896
εμπνέμω,1,55897
μπενεύω,1,55898
εμπνεύστηκαν,1,55899
εμπνεύστρια,1,55900
εμποδιστής,1,55901
εμποδιστώ,1,55902
εμπόλεμα,1,55903
εμποράκια,1,55904
εμπορείο,1,55905
εμπορευματοκιβώτια,1,55906
εμπορευόμενος,1,55907
εμπορικότητα,1,55908
εμποροκρατία,1,55909
εμπρόθεσμος,1,55910
εμπροσθογεμής,1,55911
εμπύρετος,1,55912
εμφάνος,1,55913
εμφανιζόμεινος,1,55914
εμφανιζόζω,1,55915
εμφανίσατε,1,55916
εμφανισθός,1,55917
εμφανιστήριος,1,55918
εμφανός,1,55919
εμφατικά,1,55920
εμφατικός,1,55921
εμφιαλωμένα,1,55922
εμφορώ,1,55923
εμφυσά,1,55924
εμφυσώ,1,55925
εμφυσούν,1,55926
εμφύτευη,1,55927
εμφυάμυω,1,55928
εμφύπομαι,1,55929
έμυοχος,1,55930
εμψυχωμένος,1,55931
εμψύχω,1,55932
εμψυχωνώ,1,55933
εμψυχωτής,1,55934
ενάγει,1,55935
εναγώνια,1,55936
εναερίως,1,55937
ενάλλασση,1,55938
εναντίας,1,55939
εναντιωμένος,1,55940
εναντιωνώ,1,55941
εναντιωνόμαι,1,55942
εναντίώση,1,55943
εναπόθεσα,1,55944
εναποθώ,1,55945
εναποθεταμέμω,1,55946
εναπομείνος,1,55947
εναπομείνασας,1,55948
εναπομένων,1,55949
εναποτίθεμαι,1,55950
ενάργεια,1,55951
εναρμονισμένος,1,55952
ενατένιση,1,55953
ενάτης,1,55954
ενδεή,1,55955
ενδείγνω,1,55956
ενδεικνύω,1,55957
ενδεικνυόμενος,1,55958
νδείχνω,1,55959
ενδέκατης,1,55960
ενδομαίνω,1,55961
ενδιάμεσο,1,55962
ενδιατρίζω,1,55963
ενδοαγγειακός,1,55964
ενδογαμία,1,55965
ενδογενής,1,55966
ενδοεπιχειρησιακά,1,55967
ενδοκαρδιακά,1,55968
ενδοκαρδιακός,1,55969
ενδοκοινοτικός,1,55970
ενδοκρινολογός,1,55971
ενδοκρινολογία,1,55972
ενδοκρινολόγος,1,55973
ενδομεταφορά,1,55974
ενδομήτρια,1,55975
ενδομήτριος,1,55976
ενδομήτριο,1,55977
ενδονοσοκομειακός,1,55978
ενδοξοτάτη,1,55979
ενδοξοτέρα,1,55980
ενδοπαράσιτα,1,55981
ενδοπεριτοναϊκά,1,55982
ενδοπεριτοναϊκός,1,55983
ενδότατος,1,55984
ενδότερο,1,55985
ενδοϋπηρεσιακός,1,55986
ενδύει,1,55987
ενδυματολογία,1,55988
ενδυνάζω,1,55989
ενδυναμωμένος,1,55990
ενεά,1,55991
ενέγραψα,1,55992
ενεδρεύω,1,55993
ενεδύθη,1,55994
ένεκα,1,55995
ενενηνταριά,1,55996
ενέπλεξα,1,55997
ενέπνεα,1,55998
ενεργοποιήθηκα,1,55999
ενεργοποιούς,1,56000
ενεργούμαι,1,56001
ενέσιμα,1,56002
ενέσιμος,1,56003
ενεφανίζω,1,56004
ενέχομαι,1,56005
ενεχυρίαση,1,56006
ένεχυρος,1,56007
ενζενί,1,56008
ενζυμικός,1,56009
ενηλικιώνεσαι,1,56010
ενημερωνόσαστε,1,56011
ενθαρρυμένος,1,56012
ενθέρμως,1,56013
ενθουσιαστικά,1,56014
ενθρόνω,1,56015
ενθρονιστώ,1,56016
ενθυμίων,1,56017
ένιψος,1,56018
νίζω,1,56019
εννιάμερα,1,56020
εννοιολογικά,1,56021
ενοικιάζη,1,56022
ενοικίασα,1,56023
ενοικιασμένος,1,56024
ενοικιοστάσιος,1,56025
ενόπλως,1,56026
ενορατικά,1,56027
ενόργανη,1,56028
ενόρχηστρα,1,56029
ενοχοποιέας,1,56030
ενσαρκωμένος,1,56031
ένσαρκος,1,56032
ενσαρκώνης,1,56033
ενσάρκωνας,1,56034
ενσκώ,1,56035
ενστάλαξη,1,56036
ενστάλω,1,56037
ενστερνίζεσαι,1,56038
ενστερνίζομαι,1,56039
ενστίκτο,1,56040
ενστίκτωδος,1,56041
ενσυναίσθηση,1,56042
ενσυνείδητο,1,56043
ενσυνειδήτως,1,56044
ένσφαιρος,1,56045
ενσφήνωση,1,56046
ενσωματωθής,1,56047
ένσωμα,1,56048
ενσωματώνεσαι,1,56049
ενσωματωνώ,1,56050
εντάγω,1,56051
εντάσσομαι,1,56052
ενταχτεί,1,56053
εντέκατο,1,56054
εντελής,1,56055
εντέλλεσθε,1,56056
εντέλλω,1,56057
έντεχνα,1,56058
εντέχνως,1,56059
ντίζω,1,56060
εντιμότατα,1,56061
εντιμότατον,1,56062
εντοιχιζόμενος,1,56063
εντοίχιομαι,1,56064
εντομοφάγω,1,56065
εντομοφάγο,1,56066
εντόπιζος,1,56067
εντοπίστηκα,1,56068
εντοπιστικός,1,56069
εντοπιστώ,1,56070
εντράδα,1,56071
έντρομο,1,56072
εντρυφεί,1,56073
εντρύφημα,1,56074
εντρύφηση,1,56075
εντρυφήστε,1,56076
εντυπωσίαζας,1,56077
εντυπωσιαζώ,1,56078
εντυπωσιακότερα,1,56079
εντυπωσιασμένο,1,56080
ενύδατωσο,1,56081
ένυδρη,1,56082
ενύπαρξη,1,56083
ενυπάρχων,1,56084
ενυπόγραφο,1,56085
ενώθηκα,1,56086
ενωμοτάρχη,1,56087
ενωμοτία,1,56088
ενωνώμαι,1,56089
ενώπιος,1,56090
εξαγγείλω,1,56091
εξαγγελία,1,56092
εκγέτω,1,56093
εξάγνιση,1,56094
εξαγνιστής,1,56095
εξαγνιστώ,1,56096
εξαγωνικός,1,56097
εξαδάκτυλος,1,56098
εξαδάχτυλη,1,56099
εξαερισμένα,1,56100
εξαερίζω,1,56101
εξαεριστώ,1,56102
εξαερωμένος,1,56103
εκαέρω,1,56104
εκθώρω,1,56105
εξαερωτήρα,1,56106
εξαετής,1,56107
εξάθλιώνω,1,56108
εκαιρείνω,1,56109
εξαιρέα,1,56110
εξαιρείμαι,1,56111
εξαιρέμενος,1,56112
εξαίρεσα,1,56113
εξαιρετέος,1,56114
εξαιρετικώς,1,56115
εξαιρουμένος,1,56116
εξαιρούντο,1,56117
εξακολώ,1,56118
εξακολούθιζω,1,56119
εξακολουθητικά,1,56120
εξακολουθητικός,1,56121
εξακοντίζω,1,56122
εξακρίβωνας,1,56123
εξάλω,1,56124
εξαλειφ,1,56125
εξαμαρτείν,1,56126
εξαμηνίτικος,1,56127
εξαναγκάνω,1,56128
εξαναγκασμένο,1,56129
εξανεμιστής,1,56130
εξαντλήση,1,56131
εξάπαν,1,56132
εξαπατάας,1,56133
εξαπατηθής,1,56134
εξαπατούσης,1,56135
εξαπίνης,1,56136
εξαπλάσια,1,56137
εξαπλή,1,56138
εξαπλωθής,1,56139
εξαπλωμένος,1,56140
εξππλώνω,1,56141
εξάπλωνη,1,56142
εξαργυρωμένος,1,56143
εξώρτημα,1,56144
εξαρτήμενος,1,56145
εξαρτιέμαι,1,56146
εξαρτιέζω,1,56147
εξαρτιόμω,1,56148
εξαρτιώνω,1,56149
εξαρτιούμαι,1,56150
εξάρτιση,1,56151
εξάρτην,1,56152
εξασθενητικός,1,56153
εξασκείς,1,56154
εξασκημένα,1,56155
εξασκουμάζω,1,56156
εξάσφαιρος,1,56157
εξασφαλίζομαι,1,56158
εξασφαλιστώ,1,56159
εξατμιζόμενος,1,56160
εξατομίκευη,1,56161
εξαϋλωμένο,1,56162
εξαΰλωση,1,56163
εξαφάνιζα,1,56164
εξαφάνιζος,1,56165
εξαφανισθένος,1,56166
εξαφανίσθενος,1,56167
εξαφθώ,1,56168
εξμβάλλω,1,56169
εξαχθένοτος,1,56170
εξάχνωση,1,56171
εξαχρειώνω,1,56172
εξάψελμος,1,56173
εξαψήφιο,1,56174
εξάωρη,1,56175
εξαώροφη,1,56176
εξεβίαζας,1,56177
εκγέρω,1,56178
εκγρέρω,1,56179
εξεγερτικός,1,56180
εξεδηλώ,1,56181
εξειδικευτής,1,56182
εκλράβω,1,56183
εκλαίνω,1,56184
εξελάμπω,1,56185
εξέλθω,1,56186
εξελιχτής,1,56187
εξελληνίζω,1,56188
εξέπεμπα,1,56189
εξεπίτηδα,1,56190
εξεπλάγη,1,56191
εξέπληττος,1,56192
εξέπνεα,1,56193
εξππνεύω,1,56194
εξεργασία,1,56195
εξερευνήτρια,1,56196
εξέρχεσαι,1,56197
εξέρχομαι,1,56198
εξερχομένος,1,56199
εξεταζόμενα,1,56200
εξετάσθενος,1,56201
εκτάσσω,1,56202
εξεταστέα,1,56203
εξετάστρια,1,56204
εξετάστας,1,56205
εξεταλώ,1,56206
εκτίδω,1,56207
εξευγενισμένος,1,56208
εξευγείζω,1,56209
εξεύρομαι,1,56210
εξέφραζας,1,56211
εξήγα,1,56212
εξηγγείλω,1,56213
εξήγω,1,56214
εξηγειραίνω,1,56215
εξηγείζω,1,56216
εξηγερώ,1,56217
εξηγήσιμος,1,56218
εξηγούμαι,1,56219
εξημέρωνος,1,56220
εκώνω,1,56221
εξημμένος,1,56222
εξηντάρη,1,56223
εξηνταριά,1,56224
εξηντάσσω,1,56225
εξιδανικώ,1,56226
εξιλεωτικά,1,56227
εξισορροπή,1,56228
εξισορροπημένος,1,56229
εξίσταμαι,1,56230
εξιστορείσαι,1,56231
εξιστόρηση,1,56232
εξίσωνη,1,56233
εκθώνω,1,56234
εκισώνω,1,56235
εξιχνιώ,1,56236
εξοβελίζω,1,56237
εξοβάλλω,1,56238
εξογκωμένος,1,56239
εξογκώ,1,56240
εξοδεύω,1,56241
εξόδουχος,1,56242
εξοικειωνώ,1,56243
εξοικείω,1,56244
εξολοθρευτικά,1,56245
εξολοθρευτικός,1,56246
εξολοθρέφω,1,56247
εξολοθρίζω,1,56248
εξομάλυνη,1,56249
εξομάλυνση,1,56250
εξομοιώ,1,56251
εξομοιωμένος,1,56252
εξομοία,1,56253
εξομοιωτικός,1,56254
εξομολογητικά,1,56255
εξομολογητικός,1,56256
εξομολογιόμαι,1,56257
εξομολόγο,1,56258
εξομολογούμενος,1,56259
εξοντώθηκα,1,56260
εκντώνω,1,56261
εξόντωνη,1,56262
εξόπλιζω,1,56263
εξόργιζα,1,56264
εξόργισος,1,56265
εκρρίζω,1,56266
εξόριζη,1,56267
εξόριστα,1,56268
εξοριστής,1,56269
εξορίστω,1,56270
εξόριστης,1,56271
εξοριστώ,1,56272
εξόρκιζη,1,56273
εξόρκιζω,1,56274
εξόρμησα,1,56275
εξορμώ,1,56276
εξοστρέκω,1,56277
εξουδετερώ,1,56278
εξουδετερωτικός,1,56279
εξουθενωθής,1,56280
εξουθένος,1,56281
εξουθείνω,1,56282
εξουσίαζας,1,56283
εξοφάλλω,1,56284
εξοφλημένος,1,56285
εξοφω,1,56286
εξοφλητικός,1,56287
εξοχιαής,1,56288
εξόχος,1,56289
εξπρεσιονισμός,1,56290
εξπρεσιονιστικά,1,56291
εξτρέμ,1,56292
εξτρεμίστρια,1,56293
εξυβρίζω,1,56294
εκβρίζω,1,56295
εξυγιαίνω,1,56296
εξυγίαν,1,56297
εξυπηρέτησος,1,56298
εξυπηρετικότα,1,56299
εξυπηρετούμενος,1,56300
εξυπνακίστικός,1,56301
εξυφαίνω,1,56302
εξυάνω,1,56303
έξυψος,1,56304
εξύψωνη,1,56305
εξυψώνομαι,1,56306
εξυψωνώ,1,56307
εκπίδω,1,56308
εξωβιολογία,1,56309
εξωδερμικός,1,56310
εξώδικα,1,56311
έξωθεν,1,56312
εξωνώ,1,56313
εξώθηση,1,56314
εξωθούση,1,56315
εξώθυρα,1,56316
εξωκκλήσι,1,56317
εξωκοινοτικός,1,56318
εξωκοσμικός,1,56319
εξώκοσμο,1,56320
εξώλη,1,56321
έξωμα,1,56322
εξωμήτρια,1,56323
έξωπλα,1,56324
εξωστρεφή,1,56325
εξωσωματικά,1,56326
εξωτερικάνω,1,56327
εξωτερίκευση,1,56328
εξωτερίκεύω,1,56329
εκρτάζω,1,56330
εορταστικά,1,56331
εορταστικέ,1,56332
επαγαίνω,1,56333
επαγγελματικότητα,1,56334
επαγγελματικώς,1,56335
επάγεται,1,56336
επαγρίπτω,1,56337
επαγωγέας,1,56338
επαγώγιμος,1,56339
επαινίσσομαι,1,56340
επιννέω,1,56341
επαίνεσα,1,56342
επαίρεσαι,1,56343
επαίσχυνος,1,56344
επαιτές,1,56345
έπακρα,1,56346
επακριβή,1,56347
επαλέφλω,1,56348
επαλεικνάνω,1,56349
επαλαμέκω,1,56350
επαλαθέπω,1,56351
επαλήδει,1,56352
επαληθεύσιμος,1,56353
επαληθευτής,1,56354
επαλληλία,1,56355
επαναβεβαίωση,1,56356
επανάγραφη,1,56357
επαναδημιουργία,1,56358
επαναδιαπραγεύμευος,1,56359
επαναδιαπραγμευτευτε,1,56360
επαναδιαπραγωτεύμαι,1,56361
επαναδιατύπηνας,1,56362
επαναδιατιπώ,1,56363
επαναδραστηριοσζησε,1,56364
επαναθεωρώ,1,56365
επανακάθοριση,1,56366
επανακατάκτηση,1,56367
επανακυκλοφορώ,1,56368
επανακυκλοφομώ,1,56369
επαναπατριζόμενος,1,56370
επαναπαυτής,1,56371
επαναπροσανατολισμός,1,56372
επαναπροσδιορισού,1,56373
επαναπροσέλαβα,1,56374
επαναπροσελκύ,1,56375
επαναπροσλάβω,1,56376
επαναπρόσληψη,1,56377
επαναστατημένο,1,56378
επαναστατημένος,1,56379
επαναστατήμενος,1,56380
επαναστατούσης,1,56381
επανασυγκροτώ,1,56382
επανασυναρμολόγηση,1,56383
επανασυνδέομαι,1,56384
επανασυσδίζω,1,56385
επανασχέδια,1,56386
επανασχέδιαση,1,56387
επαναφερνω,1,56388
επαναφορτιζόμενος,1,56389
επαναφόρτισα,1,56390
επαναφορτίση,1,56391
επαναχρησιμοποι,1,56392
επαναχρησιμοποιιμιμη,1,56393
επαναχρησιμοποιώ,1,56394
επανεκπαιδεύω,1,56395
επανεμφανίζομαι,1,56396
επανεντάσσομαι,1,56397
επανεξελέγος,1,56398
επανεπενδύω,1,56399
επαναρθέτω,1,56400
επανερχόμενος,1,56401
επανερχόμαι,1,56402
επανευθυγράμμιση,1,56403
επανήρθες,1,56404
επανιδρύω,1,56405
επανορθωτικά,1,56406
επαξίως,1,56407
επαπειλούμενος,1,56408
επάργυρα,1,56409
επάργυρος,1,56410
επαρχιωτισμός,1,56411
επαρχιωτοπούλη,1,56412
επαρχιωτής,1,56413
πάσσω,1,56414
επαφήν,1,56415
επαφίεμαι,1,56416
επαφίω,1,56417
επεβίωσα,1,56418
επεβιώνω,1,56419
επεβάλλω,1,56420
επεδίωκας,1,56421
επείσθη,1,56422
επεκταθής,1,56423
επικίγτω,1,56424
επιλάζω,1,56425
επελώ,1,56426
επελαύνω,1,56427
επελέγος,1,56428
επέλυση,1,56429
επιμβάκω,1,56430
επενδεδυμένα,1,56431
επεύδω,1,56432
επενδύμω,1,56433
επενέβαινα,1,56434
επινεβώ,1,56435
επενέργεια,1,56436
επεξεργαζόμενος,1,56437
επεξεργαζώ,1,56438
επεξεργαστικά,1,56439
επιπέπω,1,56440
επέπλης,1,56441
επέπληξη,1,56442
επείχνω,1,56443
επεσήμανα,1,56444
επιστραφώ,1,56445
επέτυχα,1,56446
επευφημούμενος,1,56447
επεφυλώ,1,56448
επεχαίνω,1,56449
επιρέαλω,1,56450
επηρεαζόμενος,1,56451
επηρώ,1,56452
επηρεασμόν,1,56453
επιβαίνος,1,56454
επιβάρυμενος,1,56455
επιβαρυμένος,1,56456
επιβάρινω,1,56457
επιβατηγά,1,56458
επιβάτιζω,1,56459
επιβάτισσα,1,56460
επιβιβάζομαι,1,56461
επιβάπλω,1,56462
επιβουλεύω,1,56463
επίβουλης,1,56464
επιβραβώ,1,56465
επιβραδυντής,1,56466
επίγεια,1,56467
επιδειξιμανές,1,56468
επιδειξιομανές,1,56469
επιδειχτέας,1,56470
επιδειχτικός,1,56471
επιδειχζώ,1,56472
επιδειχτώ,1,56473
επιδεκτικός,1,56474
επιδερμικά,1,56475
επίδεσμα,1,56476
επιδημικά,1,56477
επιδημικός,1,56478
επιδημιολογικός,1,56479
επιδιδόμενος,1,56480
επιδιδώ,1,56481
επιδιδυμίδα,1,56482
επιδίκαση,1,56483
επιδιαρύω,1,56484
επιδιόρθος,1,56485
επιδίωκας,1,56486
επιδιωκόμενος,1,56487
επιδίκτω,1,56488
επιδοκίμαζη,1,56489
επίδοξα,1,56490
επίδορπιο,1,56491
επιδόρπιος,1,56492
επιδίτω,1,56493
επίδωση,1,56494
επιζούση,1,56495
επιζώση,1,56496
επίθετος,1,56497
επιθεωρός,1,56498
επίθηλιο,1,56499
επίκαιρα,1,56500
επικαλείνω,1,56501
επικάλυμμα,1,56502
επικαλυμμένα,1,56503
επικαλυμμένο,1,56504
επικαρπία,1,56505
επικαρπώνω,1,56506
επικατάρατος,1,56507
επικινδύνος,1,56508
επικλινή,1,56509
επικοινωνιακά,1,56510
επικοινωνιολογία,1,56511
επικοινωνιόλουος,1,56512
επικονδυλίτιδα,1,56513
επικρατούν,1,56514
επικρατούσα,1,56515
επικρίθηκα,1,56516
επικρότηση,1,56517
επίκτητος,1,56518
επιλάχων,1,56519
επιλεγόμενος,1,56520
επιλέγων,1,56521
επιλέξιμο,1,56522
επιλεχθείσα,1,56523
επιληπτικά,1,56524
επιλέφτομαι,1,56525
επιλαφήνω,1,56526
επιλήψιμος,1,56527
επιλύνω,1,56528
επίμαχη,1,56529
επιμελές,1,56530
επιμελημένος,1,56531
επιμελούμαι,1,56532
επιμερισμένος,1,56533
επίμηκη,1,56534
επιμήκη,1,56535
επιμήκυνη,1,56536
επιμίσσω,1,56537
επιμνημίζω,1,56538
επιμόλλω,1,56539
επιμολυύω,1,56540
έπίμονο,1,56541
επιμόνως,1,56542
επινίκι,1,56543
επινίκιο,1,56544
επινοημένος,1,56545
επινοητικά,1,56546
επινοούσης,1,56547
επιπίζω,1,56548
επιπέφυκοτα,1,56549
επιπλέουσα,1,56550
επιπλήχτηκαν,1,56551
επιπλοποιείο,1,56552
επιπλοποιό,1,56553
επιπλώ,1,56554
επιπολή,1,56555
επίρριπτομαι,1,56556
επισήμαινα,1,56557
επισήμαινη,1,56558
επισημοποίηση,1,56559
επισκέπτεμαι,1,56560
επισκέπτριος,1,56561
επισκεύαζας,1,56562
επισκευασάνω,1,56563
επισκευασμένο,1,56564
επισκευαστικός,1,56565
επισκεψούλο,1,56566
επισκεψούλη,1,56567
εφισκιάζω,1,56568
επισκοπώ,1,56569
επισμηναγή,1,56570
επιστηθιώ,1,56571
επίστρατος,1,56572
επιστρεπτέας,1,56573
επιστρεφόμενα,1,56574
επιστρεφόμενος,1,56575
επισυναπτώ,1,56576
επισυναπτόμενος,1,56577
επισυνώ,1,56578
επισύναψη,1,56579
επισυνάζω,1,56580
επισφράγω,1,56581
επισφράγισμα,1,56582
επίσωτρα,1,56583
επιτάγμενος,1,56584
επιτακτικά,1,56585
επιτακτικότητα,1,56586
επιτάσω,1,56587
επίταση,1,56588
επίταφίο,1,56589
επιτώχω,1,56590
επιταχτεί,1,56591
επιταχυμένος,1,56592
επιτάχυμένος,1,56593
επιτάχενω,1,56594
