surface,lemma,upos
στρατιωτική,στρατιωτικός,ADJ
στρατιωτικής,στρατιωτικός,ADJ
στρατιωτικοί,στρατιωτικός,ADJ
στρατιωτικού,στρατιωτικός,ADJ
στρατιωτικό,στρατιωτικός,ADJ
στρατιωτικών,στρατιωτικός,ADJ
στρατιωτικών,στρατιωτικός,NOUN
στρατιωτών,στρατιώτης,NOUN
στρατιώτες,στρατιώτης,NOUN
στρατού,στρατός,NOUN
στρατόπεδα,στρατόπεδο,NOUN
στρατόπεδο,στρατόπεδο,NOUN
στρατός,στρατός,NOUN
στρατώνες,στρατώνα,NOUN
στρατώνες,στρατώνας,NOUN
στραφεί,στρέφω,VERB
στραφώ,στρέφω,VERB
στρεβλώσεων,στρέβλωση,NOUN
στρεμμάτων,στρέμμα,NOUN
στριμώχνουμε,στριμώχνω,VERB
στροφή,στροφή,NOUN
στροφής,στροφή,NOUN
στροφυλιά,στροφυλιά,PROPN
στρυμόνα,στρυμόνας,PROPN
στρώμα,στρώμα,NOUN
στρώματα,στρώμα,NOUN
στόλος,στόλος,NOUN
στόλου,στόλος,NOUN
στόχαστρο,στόχαστρο,NOUN
στόχο,στόχος,NOUN
στόχοι,στόχος,NOUN
στόχος,στόχος,NOUN
στόχου,στόχος,NOUN
στόχους,στόχος,NOUN
στόχων,στόχος,NOUN
συγγενείας,συγγένεια,NOUN
συγγνώμη,συγγνώμη,ADJ
συγγραφέας,συγγραφέας,NOUN
συγκέντρωσε,συγκεντρώνω,VERB
συγκέντρωση,συγκέντρωση,NOUN
συγκέντρωσης,συγκέντρωση,NOUN
συγκίνηση,συγκίνηση,NOUN
συγκαλυμμένη,συγκαλύπτω,VERB
συγκατάθεση,συγκατάθεση,NOUN
συγκαταλέγεται,συγκαταλέγω,VERB
συγκαταλέγονται,συγκαταλέγω,VERB
συγκατηγορουμένους,συγκατηγορούμενος,NOUN
συγκατηγορούμενοί,συγκατηγορούμενος,NOUN
συγκεκριμένα,συγκεκριμένα,ADV
συγκεκριμένα,συγκεκριμένος,ADJ
συγκεκριμένες,συγκεκριμένος,ADJ
συγκεκριμένη,συγκεκριμένος,ADJ
συγκεκριμένο,συγκεκριμένος,ADJ
συγκεκριμένοι,συγκεκριμένος,ADJ
συγκεκριμένου,συγκεκριμένος,ADJ
συγκεκριμένους,συγκεκριμένος,ADJ
συγκεκριμένων,συγκεκριμένος,ADJ
συγκεντρωθεί,συγκεντρώνω,VERB
συγκεντρωτικά,συγκεντρωτικά,ADV
συγκεντρωτισμού,συγκεντρωτισμός,NOUN
συγκεντρώθηκαν,συγκεντρώνω,VERB
συγκεντρώνουν,συγκεντρώνω,VERB
συγκεντρώσει,συγκεντρώνω,VERB
συγκεντρώσεις,συγκέντρωση,NOUN
συγκλήθηκε,συγκαλώ,VERB
συγκοινωνιών,συγκοινωνία,NOUN
συγκρίνεται,συγκρίνω,VERB
συγκριτικά,συγκριτικά,ADV
συγκριτική,συγκριτικός,ADJ
συγκροτήθηκε,συγκροτώ,VERB
συγκρούσεις,σύγκρουση,NOUN
συγκρούσεων,σύγκρουση,NOUN
συγκρούστηκαν,συγκρούομαι,VERB
συγκρούστηκε,συγκρούομαι,VERB
συγκρότημα,συγκρότημα,NOUN
συγκρότησης,συγκρότηση,NOUN
συγκυρία,συγκυρία,NOUN
συγχαίρω,συγχαίρω,VERB
συγχαρητήριά,συγχαρητήρια,NOUN
συγχαρητήρια,συγχαρητήρια,NOUN
συγχαρούμε,συγχαίρω,VERB
συγχαρώ,συγχαίρω,VERB
συγχρηματοδότησης,συγχρηματοδότηση,NOUN
συγχωνεύθηκαν,συγχωνεύω,VERB
συγχώνευσης,συγχώνευση,NOUN
συζήτησή,συζήτηση,NOUN
συζήτηση,συζήτηση,NOUN
συζήτησης,συζήτηση,NOUN
συζητάμε,συζητώ,VERB
συζητήθηκε,συζητώ,VERB
συζητήσαμε,συζητώ,VERB
συζητήσει,συζητώ,VERB
συζητήσεις,συζήτηση,NOUN
συζητήσεων,συζήτηση,NOUN
συζητήσουμε,συζητώ,VERB
συζητείται,συζητώ,VERB
συζητηθούν,συζητώ,VERB
συζητιόταν,συζητώ,VERB
συζητούμε,συζητώ,VERB
συζητούν,συζητώ,VERB
συζύγους,σύζυγος,NOUN
συκώτι,συκώτι,NOUN
συλλάβει,συλλαμβάνω,VERB
συλλάβουν,συλλαμβάνω,VERB
συλλέξουμε,συλλέγω,VERB
συλλήφθηκε,συλλαμβάνω,VERB
συλλήψεις,σύλληψη,NOUN
συλλήψεως,σύλληψη,NOUN
συλλαλητήριο,συλλαλητήριο,NOUN
συλλαμβάνουν,συλλαμβάνω,VERB
συλληπήτηρια,συλληπήτηρια,NOUN
συλληφθέντων,συλληφθείς,ADJ
συλληφθεί,συλλαμβάνω,VERB
συλλογή,συλλογή,NOUN
συλλογικό,συλλογικός,ADJ
συλλογικών,συλλογικός,ADJ
συλλυπητήριά,συλλυπητήριος,ADJ
συμβάλει,συμβάλλω,VERB
συμβάλλει,συμβάλλω,VERB
συμβάλουμε,συμβάλλω,VERB
συμβάν,συμβάν,NOUN
συμβάντων,συμβάν,NOUN
συμβάσεις,σύμβαση,NOUN
συμβάσεων,σύμβαση,NOUN
συμβαίνει,συμβαίνω,VERB
συμβαίνουν,συμβαίνω,VERB
συμβασιούχος,συμβασιούχος,NOUN
συμβατή,συμβατός,ADJ
συμβατικά,συμβατικός,ADJ
συμβατικές,συμβατικός,ADJ
συμβατικών,συμβατικός,ADJ
συμβεί,συμβαίνω,VERB
συμβιβασμού,συμβιβασμός,NOUN
συμβιβασμούς,συμβιβασμός,NOUN
συμβιβαστικές,συμβιβαστικός,ADJ
συμβιβαστική,συμβιβαστικός,ADJ
συμβολή,συμβολή,NOUN
συμβολικών,συμβολικός,ADJ
συμβουλίου,συμβούλιο,NOUN
συμβουλεύονται,συμβουλεύω,VERB
συμβούλια,συμβούλιο,NOUN
συμβούλιο,συμβούλιο,NOUN
συμβούλους,σύμβουλος,NOUN
συμεωνίδης,συμεωνίδης,PROPN
συμεών,συμεών,PROPN
συμμάχων,σύμμαχος,NOUN
συμμαχήσει,συμμαχώ,VERB
συμμαχία,συμμαχία,NOUN
συμμαχίας,συμμαχία,NOUN
συμμαχικού,συμμαχικός,ADJ
συμμαχικών,συμμαχικός,ADJ
συμμερίζεται,συμμερίζομαι,VERB
συμμερίζομαι,συμμερίζομαι,VERB
συμμεριζόμαστε,συμμερίζομαι,VERB
συμμεριστώ,συμμερίζομαι,VERB
συμμετάσχει,συμμετέχω,VERB
συμμετάσχουν,συμμετέχω,VERB
συμμετέχει,συμμετέχω,VERB
συμμετέχοντες,συμμετέχων,ADJ
συμμετέχοντες,συμμετέχων,NOUN
συμμετέχουν,συμμετέχω,VERB
συμμετείχα,συμμετέχω,VERB
συμμετείχαμε,συμμετέχω,VERB
συμμετείχαν,συμμετέχω,VERB
συμμετείχε,συμμετέχω,VERB
συμμετεχουσών,συμμετέχων,ADJ
συμμετεχόντων,συμμετέχων,NOUN
συμμετοχή,συμμετοχή,NOUN
συμμετοχής,συμμετοχή,NOUN
συμμορφωθούν,συμμορφώνω,VERB
συμμορφώνεται,συμμορφώνω,VERB
συμμορφώνονται,συμμορφώνω,VERB
συμμόρφωση,συμμόρφωση,NOUN
συμπέρασμά,συμπέρασμα,NOUN
συμπέρασμα,συμπέρασμα,NOUN
συμπαγή,συμπαγής,ADJ
συμπαράστασης,συμπαράσταση,NOUN
συμπαρασταθούν,συμπαραστέκομαι,VERB
συμπαραταχθούν,συμπαρατάσσομαι,VERB
συμπεράσματα,συμπέρασμα,NOUN
συμπερίληψη,συμπερίληψη,NOUN
συμπεριλάβαμε,συμπεριλαμβάνω,VERB
συμπεριλάβει,συμπεριλαμβάνω,VERB
συμπεριλάβουν,συμπεριλαμβάνω,VERB
συμπεριλαμβάνεται,συμπεριλαμβάνω,VERB
συμπεριλαμβάνονται,συμπεριλαμβάνω,VERB
συμπεριλαμβάνοντας,συμπεριλαμβάνω,VERB
συμπεριλαμβανομένης,συμπεριλαμβανόμενος,VERB
συμπεριλαμβανομένου,συμπεριλαμβανόμενος,VERB
συμπεριλαμβανομένων,συμπεριλαμβανόμενος,VERB
συμπεριληφθεί,συμπεριλαμβάνω,VERB
συμπεριληφθούν,συμπεριλαμβάνω,VERB
συμπεριφορά,συμπεριφορά,NOUN
συμπεριφοράς,συμπεριφορά,NOUN
συμπληρωμένο,συμπληρώνω,VERB
συμπληρωματική,συμπληρωματικός,ADJ
συμπληρώνει,συμπληρώνω,VERB
συμπληρώνονται,συμπληρώνω,VERB
συμπληρώσει,συμπληρώνω,VERB
συμπλοκές,συμπλοκή,NOUN
συμπολίτες,συμπολίτης,NOUN
συμπρόεδρος,συμπρόεδρος,NOUN
συμφέρον,συμφέρον,NOUN
συμφέροντά,συμφέρον,NOUN
συμφέροντα,συμφέρον,NOUN
συμφέροντος,συμφέρον,NOUN
συμφέρουσα,συμφέρων,ADJ
συμφιλίωση,συμφιλίωση,NOUN
συμφιλίωσης,συμφιλίωση,NOUN
συμφραζόμενα,συμφραζόμενα,NOUN
συμφωνήθηκε,συμφωνώ,VERB
συμφωνήσαμε,συμφωνώ,VERB
συμφωνήσουμε,συμφωνώ,VERB
συμφωνήσουν,συμφωνώ,VERB
συμφωνία,συμφωνία,NOUN
συμφωνίας,συμφωνία,NOUN
συμφωνίες,συμφωνία,NOUN
συμφωνεί,συμφωνώ,VERB
συμφωνηθεί,συμφωνώ,VERB
συμφωνηθείσα,συμφωνηθείς,ADJ
συμφωνιών,συμφωνία,NOUN
συμφωνούμε,συμφωνώ,VERB
συμφωνούν,συμφωνώ,VERB
συμφωνούσαν,συμφωνώ,VERB
συμφωνώ,συμφωνώ,VERB
συμφώνησα,συμφωνώ,VERB
συμφώνησαν,συμφωνώ,VERB
συμφώνησε,συμφωνώ,VERB
συμφώνου,σύμφωνο,NOUN
συνάδει,συνάδω,VERB
συνάδελφοι,συνάδελφος,NOUN
συνάδελφος,συνάδελφος,NOUN
συνάδελφό,συνάδελφος,NOUN
συνάδελφός,συνάδελφος,NOUN
συνάδουν,συνάδω,VERB
συνάλλαγμα,συνάλλαγμα,NOUN
συνάντησαν,συναντώ,VERB
συνάντηση,συνάντηση,NOUN
συνάντησης,συνάντηση,NOUN
συνάπτει,συνάπτω,VERB
συνάπτονται,συνάπτω,VERB
συνάπτουν,συνάπτω,VERB
συνάρτηση,συνάρτηση,NOUN
συνάψει,συνάπτω,VERB
συνέβαλε,συμβάλλω,VERB
συνέβη,συμβαίνω,VERB
συνέδεαν,συνδέω,VERB
συνέδεε,συνδέω,VERB
συνέδρια,συνέδριο,NOUN
συνέδριο,συνέδριο,NOUN
συνέλαβαν,συλλαμβάνω,VERB
συνέλαβε,συλλαμβάνω,VERB
συνέλεξε,συλλέγω,VERB
συνέλευση,συνέλευση,NOUN
συνέλευσης,συνέλευση,NOUN
συνέντευξή,συνέντευξη,NOUN
συνέντευξη,συνέντευξη,NOUN
συνέντευξης,συνέντευξη,NOUN
συνέπεια,συνέπεια,NOUN
συνέπειες,συνέπεια,NOUN
συνέστησαν,συστήνω,VERB
συνέταξαν,συντάσσω,VERB
συνέταξε,συντάσσω,VERB
συνέτασσε,συντάσσω,VERB
συνέχειά,συνέχεια,NOUN
συνέχεια,συνέχεια,NOUN
συνέχιζαν,συνεχίζω,VERB
συνέχισε,συνεχίζω,VERB
συνέχιση,συνέχιση,NOUN
συνέχισης,συνέχιση,NOUN
συνήθεις,συνήθης,ADJ
συνήθη,συνήθης,ADJ
συνήθως,συνήθως,ADV
συνήλθε,συνέρχομαι,VERB
συνίστανται,συνιστώ,VERB
συναίνεση,συναίνεση,NOUN
συναγερμός,συναγερμός,NOUN
συναδέλφου,συνάδελφος,NOUN
συναδέλφους,συνάδελφος,NOUN
συναδέλφων,συνάδελφος,NOUN
συναθροίζεσθαι,συναθροίζεσθαι,NOUN
συνακόλουθα,συνακόλουθος,ADJ
συναλλάγματος,συνάλλαγμα,NOUN
συναλλαγές,συναλλαγή,NOUN
συναλλαγή,συναλλαγή,NOUN
συναλλαγής,συναλλαγή,NOUN
συναντά,συναντώ,VERB
συναντάμε,συναντώ,VERB
συναντήθηκε,συναντώ,VERB
συναντήσει,συναντώ,VERB
συναντήσεις,συνάντηση,NOUN
συναντήσεων,συνάντηση,NOUN
συναντηθούν,συναντώ,VERB
συναντώνται,συναντώ,VERB
συναπόφαση,συναπόφαση,NOUN
συναπόφασης,συναπόφαση,NOUN
συνασπίζεσθαι,συνασπίζεσθαι,VERB
συνασπίστηκε,συνασπίζω,VERB
συνασπισμού,συνασπισμός,NOUN
συνασπισμό,συνασπισμός,NOUN
συνασπισμός,συνασπισμός,NOUN
συναφών,συναφής,ADJ
συνδέεται,συνδέω,VERB
συνδέονται,συνδέω,VERB
συνδέουν,συνδέω,VERB
συνδέσεις,σύνδεση,NOUN
συνδέσουμε,συνδέω,VERB
συνδεθεί,συνδέω,VERB
συνδετικός,συνδετικός,ADJ
συνδιάσκεψη,συνδιάσκεψη,NOUN
συνδιαλέξεων,συνδιάλεξη,NOUN
συνδιαλλαγής,συνδιαλλαγή,NOUN
συνδικάτων,συνδικάτο,NOUN
συνδυάζει,συνδυάζω,VERB
συνδυάζεται,συνδυάζω,VERB
συνδυάσουμε,συνδυάζω,VERB
συνδυασμένο,συνδυάζω,VERB
συνδυασμούς,συνδυασμός,NOUN
συνδυασμό,συνδυασμός,NOUN
συνδυασμός,συνδυασμός,NOUN
συνεδρίαση,συνεδρίαση,NOUN
συνεδρίου,συνέδριο,NOUN
συνεδριάσεις,συνεδρίαση,NOUN
συνειδητοποίησα,συνειδητοποιώ,VERB
συνειδητοποιούν,συνειδητοποιώ,VERB
συνειδητοποιώ,συνειδητοποιώ,VERB
συνεισφέρουμε,συνεισφέρω,VERB
συνεκλήθη,συγκαλώ,VERB
συνεκτική,συνεκτικός,ADJ
συνελήφθησαν,συλλαμβάνω,VERB
συνεννόηση,συνεννόηση,NOUN
συνενωθεί,συνενώνω,VERB
συνενωθούν,συνενώνω,VERB
συνεπάγεται,συνεπάγομαι,VERB
συνεπή,συνεπής,ADJ
συνεπειών,συνέπεια,NOUN
συνεπώς,συνεπώς,ADV
συνεργάζεται,συνεργάζομαι,VERB
συνεργάζονται,συνεργάζομαι,VERB
συνεργάσιμος,συνεργάσιμος,ADJ
συνεργάστηκαν,συνεργάζομαι,VERB
συνεργίες,συνεργία,NOUN
συνεργασία,συνεργασία,NOUN
συνεργασίας,συνεργασία,NOUN
συνεργαστεί,συνεργάζομαι,VERB
συνεργαστείτε,συνεργάζομαι,VERB
συνεργαστούμε,συνεργάζομαι,VERB
συνεργατών,συνεργάτης,NOUN
συνεργεία,συνεργείο,NOUN
συνεργείων,συνεργείο,NOUN
συνετά,συνετά,ADV
συνετέλεσε,συντελώ,VERB
συνεταιρίζεσθαι,συνεταιρίζεσθαι,NOUN
συνετρίβη,συντρίβω,VERB
συνεχή,συνεχής,ADJ
συνεχής,συνεχής,ADJ
συνεχίζει,συνεχίζω,VERB
συνεχίζεται,συνεχίζω,VERB
συνεχίζουν,συνεχίζω,VERB
συνεχίσει,συνεχίζω,VERB
συνεχίσετε,συνεχίζω,VERB
συνεχίσουμε,συνεχίζω,VERB
συνεχίσουν,συνεχίζω,VERB
συνεχίστηκε,συνεχίζω,VERB
συνεχεία,συνεχεία,NOUN
συνεχείς,συνεχής,ADJ
συνεχιζόμενη,συνεχιζόμενος,ADJ
συνεχισθεί,συνεχίζω,VERB
συνεχιστεί,συνεχίζω,VERB
συνεχιστούν,συνεχίζω,VERB
συνεχόμενη,συνεχόμενος,ADJ
συνεχών,συνεχής,ADJ
συνεχώς,συνεχώς,ADV
συνηθισμένη,συνηθίζω,VERB
συνηθισμένης,συνηθίζω,VERB
συνθέτουν,συνθέτω,VERB
συνθήκες,συνθήκη,NOUN
συνθήκη,συνθήκη,NOUN
συνθήκης,συνθήκη,NOUN
συνθήματα,σύνθημα,NOUN
συνθετική,συνθετικός,ADJ
συνθηκολόγηση,συνθηκολόγηση,NOUN
συνθηκών,συνθήκη,NOUN
συνιστά,συνιστώ,VERB
συνιστούν,συνιστώ,VERB
συνιστούσαν,συνιστώ,VERB
συνιστώ,συνιστώ,VERB
συνιστώντας,συνιστώ,VERB
συνιστώσα,συνιστώσα,NOUN
συνιστώσες,συνιστώσα,NOUN
συνοδευτικό,συνοδευτικός,ADJ
συνοδευόμενη,συνοδευόμενος,ADJ
συνοδευόμενος,συνοδευόμενος,VERB
συνοδεύει,συνοδεύω,VERB
συνοδεύονται,συνοδεύω,VERB
συνοδοί,συνοδός,NOUN
συνοικία,συνοικία,NOUN
συνολικά,συνολικά,ADV
συνολική,συνολικός,ADJ
συνολικού,συνολικός,ADJ
συνολικό,συνολικός,ADJ
συνομιλήσουν,συνομιλώ,VERB
συνομιλίες,συνομιλία,NOUN
συνομιλητές,συνομιλητής,NOUN
συνομιλιών,συνομιλία,NOUN
συνονθύλευμα,συνονθύλευμα,NOUN
συνοπτικά,συνοπτικά,ADJ
συνοπτικά,συνοπτικά,ADV
συνοπτική,συνοπτικός,ADJ
συνοριακή,συνοριακός,ADJ
συνοριακής,συνοριακός,ADJ
συνοριακών,συνοριακός,ADJ
συνοχή,συνοχή,NOUN
συνοψίζει,συνοψίζω,VERB
συνοψίζονταν,συνοψίζω,VERB
συνοψίσατε,συνοψίζω,VERB
συνοψίσω,συνοψίζω,VERB
συντάγματος,σύνταγμα,NOUN
συντάκτες,συντάκτης,NOUN
συντάκτης,συντάκτης,NOUN
συντάξεις,σύνταξη,NOUN
συντάξουμε,συντάσσω,VERB
συντάσσει,συντάσσω,VERB
συνταγματάρχη,συνταγματάρχης,NOUN
συνταγματαρχών,συνταγματάρχης,NOUN
συνταγματικού,συνταγματικός,ADJ
συνταγματικός,συνταγματικός,ADJ
συνταγματοποίησης,συνταγματοποίηση,NOUN
συντακτική,συντακτικός,ADJ
συντακτικής,συντακτικός,ADJ
συνταξιοδότηση,συνταξιοδότηση,NOUN
συνταχθώ,συντάσσω,VERB
συντείνουν,συντείνω,VERB
συντελείται,συντελώ,VERB
συντελεσθεί,συντελώ,VERB
συντηρείτο,συντηρώ,VERB
συντηρητικές,συντηρητικός,ADJ
συντηρητική,συντηρητικός,ADJ
συντηρητικής,συντηρητικός,ADJ
συντηρητικοί,συντηρητικός,ADJ
συντηρητικών,συντηρητικός,ADJ
συντομία,συντομία,NOUN
συντομεύεται,συντομεύω,VERB
συντομότερα,σύντομα,ADV
συντομότερο,σύντομος,ADJ
συντονισμένη,συντονίζω,VERB
συντονισμού,συντονισμός,NOUN
συντονισμό,συντονισμός,NOUN
συντονισμός,συντονισμός,NOUN
συντονιστές,συντονιστής,NOUN
συντριπτική,συντριπτικός,ADJ
συνυπεύθυνοι,συνυπεύθυνος,ADJ
συνωμοσίας,συνωμοσία,NOUN
συνόδευαν,συνοδεύω,VERB
συνόδου,σύνοδος,NOUN
συνόδους,σύνοδος,NOUN
συνόλου,σύνολο,NOUN
συνόρων,σύνορο,NOUN
συνόψιση,συνόψιση,NOUN
συνύπαρξη,συνύπαρξη,NOUN
συρία,συρία,PROPN
συρίας,συρία,PROPN
συριακές,συριακός,ADJ
συριακή,συριακός,ADJ
συριακής,συριακός,ADJ
συρράξεις,σύρραξη,NOUN
συρόταν,σύρω,VERB
συσπείρωνε,συσπειρώνω,VERB
συσπειρωθούν,συσπειρώνω,VERB
συστάσεις,σύσταση,NOUN
συστάσεων,σύσταση,NOUN
συστήματα,σύστημα,NOUN
συστήματος,σύστημα,NOUN
συστήνω,συστήνω,VERB
συστημάτων,σύστημα,NOUN
συστηματικά,συστηματικά,ADV
συστηματικών,συστηματικός,ADJ
συστοιχίες,συστοιχία,NOUN
συσχέτιση,συσχέτιση,NOUN
συσχετισμών,συσχετισμός,NOUN
συχνά,συχνά,ADV
συχνότητα,συχνότητα,NOUN
συχνότητας,συχνότητα,NOUN
σφάλμα,σφάλμα,NOUN
σφαγές,σφαγή,NOUN
σφαγή,σφαγή,NOUN
σφαγής,σφαγή,NOUN
σφαιρική,σφαιρικός,ADJ
σφαιρικό,σφαιρικός,ADJ
σφοδρή,σφοδρός,ADJ
σφραγίδα,σφραγίδα,NOUN
σφυγμομέτρηση,σφυγμομέτρηση,NOUN
σχέδιά,σχέδιο,NOUN
σχέδια,σχέδιο,NOUN
σχέδιο,σχέδιο,NOUN
σχέδιό,σχέδιο,NOUN
σχέσεις,σχέση,NOUN
σχέσεων,σχέση,NOUN
σχέσεών,σχέση,NOUN
σχέση,σχέση,NOUN
σχέσης,σχέση,NOUN
σχήμα,σχήμα,NOUN
σχήματός,σχήμα,NOUN
σχεδίασαν,σχεδιάζω,VERB
σχεδίου,σχέδιο,NOUN
σχεδίων,σχέδιο,NOUN
σχεδιάζει,σχεδιάζω,VERB
σχεδιάστηκε,σχεδιάζω,VERB
σχεδιασθεί,σχεδιάζω,VERB
σχεδιασμούς,σχεδιασμός,NOUN
σχεδόν,σχεδόν,ADV
σχετίζεται,σχετίζω,VERB
σχετίζονται,σχετίζω,VERB
σχετικά,σχετικά,ADV
σχετικά,σχετικός,ADJ
σχετικές,σχετικός,ADJ
σχετική,σχετικός,ADJ
σχετικούς,σχετικός,ADJ
σχετικό,σχετικός,ADJ
σχετικών,σχετικός,ADJ
σχημάτισαν,σχηματίζω,VERB
σχημάτισε,σχηματίζω,VERB
σχηματίζεται,σχηματίζω,VERB
σχηματίζονται,σχηματίζω,VERB
σχηματίσουμε,σχηματίζω,VERB
σχηματίστηκε,σχηματίζω,VERB
σχηματισμού,σχηματισμός,NOUN
σχηματισμό,σχηματισμός,NOUN
σχηματισμός,σχηματισμός,NOUN
σχολή,σχολή,NOUN
σχολής,σχολή,NOUN
σχολεία,σχολείο,NOUN
σχολείο,σχολείο,NOUN
σχολείων,σχολείο,NOUN
σχολιάσω,σχολιάζω,VERB
σχολιασμό,σχολιασμός,NOUN
σχολικής,σχολικός,ADJ
σχολικού,σχολικός,ADJ
σχόλιο,σχόλιο,NOUN
σωματιδίων,σωματίδιο,NOUN
σωματικής,σωματικός,ADJ
σωμερίτη,σωμερίτης,PROPN
σωρεία,σωρεία,NOUN
σωστά,σωστά,ADV
σωστές,σωστός,ADJ
σωστή,σωστός,ADJ
σωστής,σωστός,ADJ
σωστικά,σωστικός,ADJ
σωστικών,σωστικός,ADJ
σωστό,σωστός,ADJ
σωτήρη,σωτήρης,PROPN
σωτήριες,σωτήριος,ADJ
σύβοτα,σύβοτα,PROPN
σύγκλησης,σύγκληση,NOUN
σύγκλισης,σύγκλιση,NOUN
σύγκριση,σύγκριση,NOUN
σύγκρουση,σύγκρουση,NOUN
σύγχρονα,σύγχρονος,ADJ
σύγχρονης,σύγχρονος,ADJ
σύγχυση,σύγχυση,NOUN
σύζυγό,σύζυγος,NOUN
σύλληψη,σύλληψη,NOUN
σύλληψης,σύλληψη,NOUN
σύλλογος,σύλλογος,NOUN
σύμβαση,σύμβαση,NOUN
σύμβασης,σύμβαση,NOUN
σύμβολο,σύμβολο,NOUN
σύμβολο,σύμβολο,PROPN
σύμβουλο,σύμβουλος,NOUN
σύμμαχοί,σύμμαχος,NOUN
σύμμαχοι,σύμμαχος,NOUN
σύμμαχός,σύμμαχος,NOUN
σύμπαντος,σύμπαν,ADJ
σύμπλεγμα,σύμπλεγμα,NOUN
σύμφωνα,σύμφωνα,ADV
σύμφωνα,σύμφωνο,NOUN
σύμφωνες,σύμφωνος,ADJ
σύμφωνο,σύμφωνο,NOUN
σύμφωνο,σύμφωνος,ADJ
σύμφωνοι,σύμφωνος,ADJ
σύμφωνους,σύμφωνος,ADJ
σύναψη,σύναψη,NOUN
σύνδεσή,σύνδεση,NOUN
σύνδεση,σύνδεση,NOUN
σύνδεσης,σύνδεση,NOUN
σύνθεση,σύνθεση,NOUN
σύνθεσης,σύνθεση,NOUN
σύνθετα,σύνθετος,ADJ
σύνθετο,σύνθετος,ADJ
σύνθημα,σύνθημα,NOUN
σύνοδο,σύνοδος,NOUN
σύνοδος,σύνοδος,NOUN
σύνολο,σύνολο,NOUN
σύνολό,σύνολο,NOUN
σύνορά,σύνορο,NOUN
σύνορα,σύνορο,NOUN
σύνταγμά,σύνταγμα,NOUN
σύνταγμα,σύνταγμα,NOUN
σύντομα,σύντομα,ADV
σύντομη,σύντομος,ADJ
σύροι,σύρος,PROPN
σύρους,σύρος,PROPN
σύσταση,σύσταση,NOUN
σύστημά,σύστημα,NOUN
σύστημα,σύστημα,NOUN
σώζεται,σώζω,VERB
σώζονται,σώζω,VERB
σώζων,σώζων,ADJ
σώμα,σώμα,NOUN
σώματα,σώμα,NOUN
σώματος,σώμα,NOUN
τάγματα,τάγμα,NOUN
τάγματος,τάγμα,NOUN
τάξεις,τάξη,NOUN
τάξεως,τάξη,NOUN
τάξη,τάξη,NOUN
τάσεις,τάση,NOUN
τάση,τάση,NOUN
τάσσεται,τάσσω,VERB
τάσσονται,τάσσω,VERB
τάταροι,τάταρος,PROPN
τάφο,τάφος,NOUN
τάχθηκε,τάσσω,VERB
τέθηκαν,θέτω,VERB
τέθηκε,θέτω,VERB
τέλειοι,τέλειος,ADJ
τέλη,τέλος,NOUN
τέλος,τέλος,ADV
τέλος,τέλος,NOUN
τέμενος,τέμενος,NOUN
τέμπλο,τέμπλο,NOUN
τένις,τένις,NOUN
τέρμα,τέρμα,NOUN
τέρματα,τέρμα,NOUN
τέταρτα,τέταρτος,ADJ
τέταρτον,τέταρτος,ADV
τέτοια,τέτοιος,DET
τέτοιες,τέτοιος,DET
τέτοιο,τέτοιος,DET
τέτοιο,τέτοιος,PRON
τέτοιος,τέτοιος,DET
τέτοιου,τέτοιος,DET
τέτοιων,τέτοιος,DET
τέχνης,τέχνη,NOUN
τήρησε,τηρώ,VERB
τήρηση,τήρηση,NOUN
τίθεται,θέτω,VERB
τίμημα,τίμημα,NOUN
τίμοθι,τίμοθι,PROPN
τίνος,τίνος,PRON
τίποτα,τίποτα,PRON
τίποτε,τίποτα,PRON
τίτλο,τίτλος,NOUN
τα,εγώ,PRON
τα,ο,DET
ταβέρνες,ταβέρνα,NOUN
ταβερνάκια,ταβερνάκι,NOUN
ταγίπ,ταγίπ,PROPN
ταγμάτων,τάγμα,NOUN
τακαμάτσου,τακαμάτσου,PROPN
τακτά,τακτός,ADJ
τακτικά,τακτικός,ADJ
τακτική,τακτικός,ADJ
τακτικού,τακτικός,ADJ
ταμειακή,ταμειακός,ADJ
ταξίδεψαν,ταξιδεύω,VERB
ταξίδι,ταξίδι,NOUN
ταξίδια,ταξίδι,NOUN
ταξιαρχία,ταξιαρχία,NOUN
ταξιαρχών,ταξιάρχης,NOUN
ταξιδέψει,ταξιδεύω,VERB
ταξιδεύει,ταξιδεύω,VERB
ταπεινή,ταπεινός,ADJ
ταπεινό,ταπεινός,ADJ
ταράτσα,ταράτσα,NOUN
ταρακουνήσει,ταρακουνώ,VERB
ταρακουνήσουν,ταρακουνώ,VERB
τατάρους,τατάρους,PROPN
τατάρων,τατάρων,PROPN
ταυτίζονται,ταυτίζω,VERB
ταυτόσημο,ταυτόσημος,ADJ
ταυτότητα,ταυτότητα,NOUN
ταυτότητας,ταυτότητα,NOUN
ταυτόχρονα,ταυτόχρονα,ADV
ταυτόχρονο,ταυτόχρονος,ADJ
ταχεία,ταχύς,ADJ
ταχείας,ταχύς,ADJ
ταχείς,ταχύς,ADJ
ταχθήκαμε,τάσσω,VERB
ταχθήκατε,τάσσω,VERB
ταχογράφου,ταχογράφος,NOUN
ταχυγράφος,ταχυγράφος,NOUN
ταχυγράφων,ταχυγράφος,NOUN
ταχυδρομείου,ταχυδρομείο,NOUN
